	Kingdom	Phylum	Class	Order	Family	Genus
ASV_266	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroserpens
ASV_267	Bacteria	Proteobacteria	Gammaproteobacteria	B2M28	NA	NA
ASV_268	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21
ASV_269	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio
ASV_270	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Gven-F17	NA
ASV_271	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group
ASV_272	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
ASV_273	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Plesiocystis
ASV_274	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_275	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter
ASV_276	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis
ASV_277	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_278	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_279	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter
ASV_280	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV_281	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group
ASV_282	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
ASV_283	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_284	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
ASV_285	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	NA
ASV_286	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
ASV_287	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Nannocystis
ASV_288	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	Candidatus Puniceispirillum
ASV_289	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5) clade
ASV_290	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia
ASV_291	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
ASV_292	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
ASV_293	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA
ASV_294	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_295	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
ASV_296	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
ASV_297	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_298	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Francisella
ASV_299	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Marinagarivorans
ASV_300	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas
ASV_301	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV_302	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23
ASV_303	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_304	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Arcticiflavibacter
ASV_305	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter
ASV_306	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus
ASV_307	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_308	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
ASV_309	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group
ASV_310	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_311	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_312	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aurantivirga
ASV_313	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade II	NA
ASV_314	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 23
ASV_315	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_316	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_317	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudahrensia
ASV_318	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV_319	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	NA
ASV_320	Bacteria	Firmicutes	Bacilli	Lactobacillales	Catellicoccaceae	Catellicoccus
ASV_321	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_322	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	NA
ASV_323	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_324	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA
ASV_325	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_326	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudophaeobacter
ASV_327	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutimonas
ASV_328	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_329	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_330	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV_331	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4 marine group
ASV_332	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Marimicrobium
ASV_333	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_334	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella
ASV_335	Bacteria	Proteobacteria	Gammaproteobacteria	Tenderiales	Tenderiaceae	Candidatus Tenderia
ASV_336	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae1	Alcanivorax
ASV_337	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_338	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA
ASV_339	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Diplosphaera
ASV_340	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus
ASV_341	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus
ASV_342	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	NA	NA
ASV_343	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas
ASV_344	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Salinirepens
ASV_345	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tateyamaria
ASV_346	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA
ASV_347	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_348	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
ASV_349	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43 clade
ASV_350	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV_351	Bacteria	Proteobacteria	Gammaproteobacteria	Tenderiales	Tenderiaceae	Candidatus Tenderia
ASV_352	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna
ASV_353	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella
ASV_354	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter
ASV_355	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_356	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV_357	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA
ASV_358	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
ASV_359	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudophaeobacter
ASV_360	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_361	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ASV_362	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Marinicella
ASV_363	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_364	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Thiogranum
ASV_365	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
ASV_366	Bacteria	Acidobacteriota	Subgroup 26	NA	NA	NA
ASV_367	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5) clade
ASV_368	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_369	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	NA
ASV_370	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV_371	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
ASV_372	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphobacterium
ASV_373	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_374	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA
ASV_375	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
ASV_376	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Aureispira
ASV_377	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	NA
ASV_378	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria
ASV_379	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
ASV_380	Bacteria	NB1-j	NA	NA	NA	NA
ASV_381	Bacteria	NB1-j	NA	NA	NA	NA
ASV_382	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_383	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NA
ASV_384	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	NA
ASV_385	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV_386	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	NA
ASV_387	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV_388	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
ASV_389	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_390	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_391	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Robiginitalea
ASV_392	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA
ASV_393	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Pseudobacteriovorax
ASV_394	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter
ASV_395	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus Thiobios
ASV_396	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus
ASV_397	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea
ASV_398	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group
ASV_399	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oceanospirillaceae	Oceanospirillum
ASV_400	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_401	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_402	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
ASV_403	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	NA
ASV_404	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium
ASV_405	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_406	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA
ASV_407	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353 marine group	NA	NA
ASV_408	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	NA
ASV_409	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_410	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_411	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter
ASV_412	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA
ASV_413	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA
ASV_414	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_415	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Oceaniserpentilla
ASV_416	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ASV_417	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Ketobacter
ASV_418	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA
ASV_419	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_420	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
ASV_421	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	NA
ASV_422	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Thioglobaceae	SUP05 cluster
ASV_423	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_424	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_425	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_426	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA
ASV_427	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_428	Bacteria	Proteobacteria	Gammaproteobacteria	B2M28	NA	NA
ASV_429	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Paucibacter
ASV_430	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	NA	NA
ASV_431	Bacteria	NA	NA	NA	NA	NA
ASV_432	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_433	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA
ASV_434	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV_435	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
ASV_436	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_437	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_438	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita
ASV_439	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Epibacterium
ASV_440	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_441	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	NA
ASV_442	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
ASV_443	Bacteria	Actinobacteriota	Actinobacteria	PeM15	NA	NA
ASV_444	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Oleibacter
ASV_445	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_446	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_447	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NA
ASV_448	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	NA
ASV_449	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_450	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula
ASV_451	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_452	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	NA
ASV_453	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
ASV_454	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a marine group
ASV_455	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix
ASV_456	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
ASV_457	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_458	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Delftia
ASV_459	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	Enhygromyxa
ASV_460	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	NA
ASV_461	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
ASV_462	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix
ASV_463	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Draconibacterium
ASV_464	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
ASV_465	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_466	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA
ASV_467	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
ASV_468	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	SB-5	NA
ASV_469	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
ASV_470	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_471	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_472	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	NA
ASV_473	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
ASV_474	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aliiroseovarius
ASV_475	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_476	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	NA	NA
ASV_477	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_478	Bacteria	Gemmatimonadota	PAUC43f marine benthic group	NA	NA	NA
ASV_479	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
ASV_480	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_481	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA
ASV_482	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Incertae Sedis	Unknown Family	NA
ASV_483	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Marinobacterium
ASV_484	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium
ASV_485	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter clade CHAB-I-5 lineage
ASV_486	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Sva1033	NA
ASV_487	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
ASV_488	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
ASV_489	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	SZB85
ASV_490	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_491	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA
ASV_492	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_493	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Unknown Family	Alkalimarinus
ASV_494	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_495	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_496	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA
ASV_497	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_498	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
ASV_499	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_500	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
ASV_501	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_502	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter
ASV_503	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudahrensia
ASV_504	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_505	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Mesoflavibacter
ASV_506	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Salinirepens
ASV_507	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_508	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_509	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade I	Clade Ia
ASV_510	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_511	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_512	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_513	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169 marine group	NA
ASV_514	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA
ASV_515	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina
ASV_516	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA
ASV_517	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_518	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_519	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Lamprocystis
ASV_520	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus Thiobios
ASV_521	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix
ASV_522	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Halioglobus
ASV_523	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Halochromatium
ASV_524	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Hoeflea
ASV_525	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NA
ASV_526	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_527	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b marine group
ASV_528	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	NA
ASV_529	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_530	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
ASV_531	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae1	Alcanivorax
